dm_1 foto_1 straaling_1 temp_1 lai_1 meldug_1 lai_0 dm_2 foto_2 straaling_2 temp_2 lai_2 meldug_2 dm_3 foto_3 straaling_3 temp_3 lai_3 meldug_3 dm_4 foto_4 straaling_4 temp_4 lai_4 meldug_4 mikro_1 middel_1 mikro_2 middel_2 mikro_3 middel_3 nedboer_1 nedboer_2 nedboer_3 udbytte
17 11 1 0 6 3 6 31 11 1 1 7 0 53 17 2 2 4 0 56 6 1 1 1 0 1 3 2 2 1 0 2 0 2 48
16 11 2 3 4 3 4 29 11 2 1 4 0 46 14 1 3 2 0 54 10 2 1 1 0 3 1 1 3 2 1 2 2 0 46
20 15 2 0 7 0 6 32 10 1 2 7 0 61 21 1 1 5 0 73 12 0 2 2 0 1 2 3 2 2 1 1 2 0 62
16 11 1 2 6 3 6 33 12 2 1 5 0 57 17 2 3 3 0 61 7 0 2 1 1 1 1 1 3 3 0 2 2 1 52
9 8 1 3 3 6 4 20 9 1 1 3 2 41 16 2 2 2 0 46 7 0 3 1 0 3 3 1 1 3 1 1 2 2 39
14 11 1 1 5 6 6 23 9 1 3 5 2 43 15 1 2 3 4 44 6 0 2 1 2 3 2 3 0 0 0 2 2 0 37
0 0 1 1 0 8 3 0 0 2 1 0 5 0 0 2 2 0 5 0 0 0 2 0 7 1 1 1 0 2 0 2 2 0 0
16 11 2 1 3 7 5 14 1 2 2 0 8 8 0 1 2 0 2 4 0 1 2 0 0 1 0 0 3 0 2 2 0 0 4
13 10 2 3 5 1 4 23 9 1 2 4 0 45 16 1 1 2 0 37 0 0 1 0 0 3 3 2 1 1 1 2 0 1 31
15 11 1 0 5 6 6 36 14 3 2 4 0 59 18 3 2 3 0 66 9 0 2 1 0 1 3 1 1 3 0 1 2 2 56
12 9 1 0 5 4 6 27 11 1 1 5 1 49 16 1 2 3 0 60 11 1 3 1 0 0 0 1 3 0 2 1 2 0 51
12 10 1 1 7 3 6 25 11 2 1 6 0 54 21 1 2 5 0 72 16 1 1 2 0 1 2 1 0 2 0 2 2 1 61
22 14 3 1 4 4 4 30 9 1 1 3 0 46 13 1 1 2 0 59 12 2 2 1 2 1 2 1 3 3 0 2 1 1 50
9 8 1 1 3 7 6 25 12 2 0 3 6 35 10 1 2 2 2 38 7 1 1 1 4 0 0 1 1 2 0 0 2 0 33
10 9 1 0 5 7 6 29 14 3 1 5 2 52 18 2 2 3 0 62 11 1 1 1 0 1 3 2 2 3 1 2 0 2 53
16 12 2 0 5 6 5 36 14 3 0 5 2 58 16 1 2 4 0 65 9 0 1 1 0 0 1 1 2 3 1 0 2 2 55
17 12 2 1 4 2 4 32 12 2 1 4 0 56 18 1 2 3 1 66 11 2 1 1 0 2 3 3 0 0 2 0 2 0 56
20 14 3 2 4 7 6 29 9 1 3 4 5 42 11 2 3 2 7 49 8 1 2 1 3 3 2 3 0 2 2 2 1 1 42
8 6 2 3 2 8 5 14 7 1 2 2 4 23 8 1 2 1 0 17 0 1 2 0 0 3 2 1 3 2 0 1 1 1 15
9 8 2 1 2 7 3 17 8 2 1 2 5 29 10 1 2 1 2 27 2 0 1 0 0 0 0 1 1 2 1 1 2 0 23
15 11 2 2 6 1 6 27 10 1 0 6 0 47 16 1 1 4 0 52 7 0 3 1 0 3 2 1 0 1 0 2 1 2 44
14 11 2 1 6 1 6 29 12 1 1 7 1 55 19 1 3 4 0 72 15 1 1 2 0 1 0 1 1 3 3 1 2 2 61
17 11 2 3 6 5 6 34 13 3 1 6 1 61 20 2 1 4 0 66 9 1 1 1 0 3 1 3 3 3 2 2 2 1 56
12 9 0 1 6 1 5 29 13 2 1 6 0 48 15 1 2 4 0 64 14 0 1 2 0 1 1 0 2 2 3 2 0 0 55
3 4 1 1 1 8 5 11 6 2 0 1 4 24 10 2 3 1 0 17 0 1 2 0 0 0 2 0 3 2 2 0 1 1 14
16 12 2 2 6 1 6 33 13 2 1 6 1 63 22 2 1 4 0 72 10 1 2 1 0 0 0 1 2 0 2 0 2 0 61
18 12 2 2 6 1 6 28 8 0 1 5 0 43 13 0 3 4 0 48 8 0 2 1 0 3 3 1 3 3 3 2 1 2 41
17 12 2 3 6 0 6 35 13 2 0 6 0 53 15 1 2 4 0 60 9 0 1 1 0 2 2 1 3 1 0 0 2 2 51
21 14 2 0 5 7 7 35 11 2 2 4 6 64 20 2 2 3 5 70 9 1 2 1 1 1 0 3 1 3 2 2 1 2 60
10 9 1 1 3 4 3 25 11 2 0 3 3 48 17 2 2 3 3 53 9 0 2 1 2 1 0 0 0 3 1 1 0 1 45
14 10 2 3 6 2 6 27 10 2 3 5 0 65 25 3 1 4 0 68 8 1 1 1 0 0 1 3 2 2 3 0 2 0 58
10 9 0 0 6 4 7 21 10 1 2 7 0 49 19 1 2 4 0 64 14 2 1 1 0 0 2 0 2 3 2 0 0 2 55
17 12 3 2 6 0 7 25 8 0 1 5 0 47 15 1 1 3 0 61 14 2 2 1 0 1 0 0 3 1 2 1 1 2 52
21 14 2 1 5 5 6 25 6 0 1 3 7 44 14 2 2 2 2 38 0 0 2 0 0 3 0 3 3 0 0 1 1 0 32
15 10 1 1 3 7 6 21 6 1 2 2 7 39 14 1 1 2 4 49 10 0 3 1 0 0 0 0 0 1 1 0 1 2 42
19 13 2 1 5 6 6 29 9 1 3 4 5 55 20 2 1 3 2 66 11 0 2 1 0 0 0 3 2 1 3 1 2 2 56
6 6 0 1 2 6 3 13 7 2 1 1 2 20 7 1 1 1 0 14 0 0 2 0 0 3 3 0 3 3 2 2 0 1 12
15 11 1 2 6 0 6 34 14 2 1 6 0 58 17 1 1 5 0 72 13 0 1 2 0 0 3 1 2 3 3 0 1 2 61
12 10 2 1 4 5 4 23 8 1 3 4 6 42 16 1 2 3 2 50 8 0 1 1 4 3 0 3 2 3 0 2 2 2 42
12 9 1 1 5 3 6 25 10 1 3 4 0 44 15 2 2 3 0 50 8 1 1 1 0 3 1 3 1 1 3 2 1 1 43
18 12 1 1 7 2 7 30 10 1 2 6 0 50 16 1 2 4 0 54 8 1 2 1 0 0 2 3 3 3 1 0 2 2 46
19 13 2 1 7 2 6 38 14 2 1 6 0 62 18 2 2 4 0 70 9 1 2 1 0 1 2 2 1 1 2 1 0 2 60
19 13 2 2 6 4 6 33 11 1 0 7 0 60 20 2 3 4 0 70 10 1 1 1 0 0 3 1 1 3 3 0 1 2 59
15 11 1 1 6 5 6 32 13 2 1 5 0 48 13 1 2 3 0 57 10 0 3 1 0 0 2 1 1 1 2 1 1 2 48
17 12 2 1 7 2 6 28 10 1 3 7 1 51 17 2 3 5 0 60 11 1 3 1 0 1 0 3 1 3 2 2 1 2 51
16 11 1 1 6 1 6 34 13 2 2 6 2 59 19 2 2 4 0 66 9 1 2 1 0 3 0 0 2 1 3 0 0 2 56
17 12 2 1 6 0 6 29 11 2 1 6 0 59 20 2 2 4 0 60 6 0 1 1 0 1 2 3 0 1 0 2 2 1 51
11 9 1 2 7 0 6 23 10 1 3 6 0 51 20 1 2 5 0 62 11 1 2 2 0 3 3 3 3 1 3 2 1 2 53
12 9 1 1 6 1 6 21 8 1 2 5 0 47 18 1 2 3 0 49 6 0 3 1 0 1 3 3 1 3 3 2 1 1 42
12 9 1 1 3 8 7 23 9 2 2 3 3 40 13 1 1 2 0 50 11 2 1 1 0 1 2 1 2 0 3 2 2 1 42
11 9 1 2 7 1 6 30 14 2 1 7 5 60 22 2 1 6 2 66 9 0 2 2 0 3 0 3 2 0 1 2 1 0 56
15 11 2 1 5 2 4 29 10 2 1 5 0 56 19 2 2 4 0 64 9 1 1 1 0 2 1 3 3 0 2 0 2 0 54
12 9 1 1 3 8 6 17 6 1 1 2 7 41 17 2 1 2 3 49 9 0 2 1 1 0 0 3 2 3 1 0 2 2 42
12 9 1 1 3 4 3 21 8 1 2 3 0 36 12 1 2 2 0 44 8 2 2 1 0 1 2 0 1 0 3 2 0 1 37
12 9 1 1 6 3 6 28 12 1 2 6 0 43 13 0 1 4 0 55 11 1 1 1 0 0 1 1 1 3 2 0 1 1 47
21 14 2 1 7 0 6 31 9 1 3 6 0 25 0 1 2 4 0 31 7 0 2 1 0 3 2 3 2 0 0 0 2 1 26
19 13 2 1 4 3 5 29 10 2 2 3 0 53 18 2 2 2 0 58 9 1 2 1 0 3 3 3 3 2 3 1 2 0 50
9 7 0 1 5 2 5 19 8 1 1 5 0 43 18 3 2 3 0 51 8 0 3 1 0 1 2 0 2 2 0 2 0 0 43
20 13 2 0 6 6 7 36 13 2 1 5 3 59 17 1 1 3 0 61 8 1 2 1 0 1 1 3 1 2 1 2 1 1 52
14 11 1 3 7 0 7 29 11 1 1 7 0 58 21 2 1 4 0 68 12 1 2 1 0 3 2 0 3 0 3 1 0 0 57
13 10 2 1 5 3 6 19 6 0 3 5 0 47 19 1 2 4 0 53 8 0 2 1 0 3 1 3 1 1 1 1 0 1 45
13 10 2 2 4 1 3 23 9 2 3 3 0 38 13 2 2 2 0 51 12 0 1 1 0 2 1 3 1 1 1 0 1 2 43
18 13 2 1 6 2 7 32 11 1 2 6 0 53 17 2 2 4 0 66 12 0 1 2 0 1 3 3 1 1 2 0 2 0 56
20 13 2 3 5 1 5 32 10 2 1 5 0 53 17 1 1 3 0 59 8 0 1 1 0 3 2 0 0 1 1 2 1 2 50
15 10 2 2 6 5 6 32 13 2 1 6 0 55 18 1 2 4 2 63 10 1 1 1 0 3 2 3 0 1 1 2 2 2 54
8 6 1 1 2 8 7 10 3 2 3 1 5 21 9 1 2 1 3 22 4 1 3 0 0 1 3 3 2 1 1 1 1 1 18
11 9 1 3 3 5 3 24 9 1 1 3 1 44 15 3 2 2 0 49 8 1 3 1 0 3 3 2 1 3 0 2 0 2 41
15 11 2 1 2 8 4 17 4 2 0 1 6 14 1 2 3 0 8 10 0 0 3 0 8 2 1 1 0 3 0 0 2 2 9
17 12 2 1 5 5 6 29 10 2 1 4 6 57 20 3 2 3 1 56 6 0 2 1 0 1 0 1 2 3 3 1 1 2 48
14 10 1 0 6 6 6 26 10 1 3 6 4 48 17 1 2 4 5 62 12 0 2 2 2 0 0 3 0 0 0 0 2 1 53
4 5 0 1 4 2 4 19 10 2 1 4 2 45 18 2 2 3 0 46 6 0 2 1 0 0 0 1 3 2 2 0 2 1 39
11 9 1 1 3 7 6 23 9 2 2 3 1 42 14 2 2 2 0 45 6 1 3 0 0 0 2 2 1 3 2 0 0 2 38
14 11 1 2 7 0 7 35 15 2 1 7 0 59 18 1 2 4 0 70 11 1 1 1 0 1 0 1 3 2 2 1 2 0 60
12 8 0 1 6 5 6 24 10 1 1 5 0 51 19 2 3 4 0 59 10 0 3 2 0 0 3 3 2 3 3 0 2 1 51
6 5 1 2 1 8 3 5 1 1 3 0 8 0 0 2 2 0 4 2 4 1 1 0 3 1 0 3 3 1 0 2 2 2 1
7 7 1 0 2 8 6 18 9 2 1 2 4 29 9 2 3 1 0 30 5 0 2 0 0 0 1 1 1 3 0 0 1 2 25
16 11 2 0 3 2 3 27 10 1 0 3 0 48 15 2 2 2 0 53 8 0 2 1 0 0 2 1 1 1 0 0 1 1 45
21 14 3 1 7 1 6 37 13 2 1 7 0 64 20 3 2 4 0 73 10 0 1 2 0 0 1 1 3 3 3 0 1 1 62
13 9 1 1 6 4 6 23 9 1 2 5 5 47 18 3 2 3 0 53 8 1 3 1 0 1 0 3 3 1 1 2 2 1 45
15 11 1 1 6 2 6 30 12 1 1 5 0 50 16 1 2 3 0 57 9 1 2 1 0 3 1 0 0 3 3 2 0 2 48
11 9 1 0 5 0 6 31 14 2 1 5 0 59 20 2 1 3 0 68 11 1 2 1 0 0 1 1 3 1 2 0 1 2 58
11 9 1 1 5 6 7 26 11 2 1 5 2 45 15 1 2 4 0 49 7 1 1 1 0 2 2 1 2 3 1 1 2 2 42
19 13 2 1 6 0 6 32 10 2 2 7 0 65 23 2 2 5 0 70 9 1 2 1 0 1 0 3 1 1 2 2 1 1 59
14 10 1 1 4 7 6 24 9 1 2 4 4 43 16 1 3 3 0 50 9 2 2 1 0 1 1 3 3 2 1 1 1 1 42
15 11 2 3 7 2 6 35 14 2 0 6 0 61 19 2 1 5 0 73 14 1 1 2 0 0 3 3 1 1 3 1 2 2 62
15 10 2 2 6 5 6 28 10 2 2 4 7 47 16 2 1 2 5 51 7 1 2 1 6 2 0 3 1 1 0 1 2 2 43
0 3 1 3 1 8 3 5 5 1 2 1 5 17 9 1 3 1 1 13 0 2 3 0 2 2 1 2 1 3 0 0 1 1 11
20 14 2 1 5 6 6 35 12 2 1 3 8 50 13 1 2 2 6 60 10 0 2 1 4 3 0 1 1 3 3 0 2 1 51
11 8 0 1 6 2 6 28 12 2 0 6 4 53 18 0 1 5 0 63 11 0 1 2 0 3 0 1 2 1 2 2 1 2 54
10 8 0 2 7 4 7 27 13 2 2 7 0 57 21 1 2 5 0 70 13 1 2 1 0 1 2 1 1 3 1 1 2 2 59
14 11 1 1 4 7 6 29 11 1 0 3 7 39 10 0 3 2 1 47 10 1 1 1 0 1 0 0 3 3 3 1 1 2 40
17 12 2 1 3 7 6 26 8 1 1 3 2 48 16 2 2 2 0 58 10 2 2 1 0 0 2 1 2 2 3 0 2 0 49
17 12 2 1 6 1 6 31 12 2 0 5 0 57 19 1 2 4 0 62 8 0 2 1 0 1 1 1 3 3 2 1 2 2 52
14 10 1 3 6 0 6 25 10 1 1 6 0 51 19 2 3 5 0 66 15 1 1 2 0 3 1 1 1 3 1 1 2 1 56
11 9 2 1 2 7 3 20 8 2 2 2 3 29 9 1 2 1 0 24 0 0 1 0 0 2 1 0 1 3 2 1 1 2 21
18 13 2 1 5 4 6 31 10 1 1 4 0 53 16 1 2 3 0 60 9 1 2 1 0 0 1 0 0 3 1 0 0 2 51
12 9 1 1 7 3 6 24 9 1 2 6 5 21 2 2 2 0 8 16 0 0 1 0 2 3 0 2 0 1 3 2 0 2 14
5 4 1 1 1 8 5 10 6 2 2 1 0 15 6 3 2 0 0 10 0 0 1 0 0 0 3 3 1 3 3 0 2 1 8
19 12 1 1 6 4 6 34 11 1 1 6 4 62 20 1 1 5 0 70 11 0 2 2 0 0 0 1 2 3 1 1 2 2 59
14 10 1 1 7 4 7 31 13 2 1 6 0 60 20 1 2 4 0 60 5 0 2 1 0 0 2 2 1 0 2 0 0 0 51
13 9 1 1 4 0 3 28 12 2 1 4 0 56 20 3 1 3 0 59 7 0 2 1 0 2 3 0 2 0 3 1 0 0 50
10 8 1 1 4 3 4 21 8 1 3 4 0 44 16 2 2 3 0 53 9 0 2 1 0 0 1 3 2 0 1 0 2 0 45
9 8 1 3 6 3 6 24 11 2 2 5 0 46 17 1 2 4 0 49 7 0 3 1 0 2 2 3 3 0 1 0 2 0 42
11 9 1 2 5 4 5 23 10 1 0 4 5 51 19 2 2 3 0 55 7 0 3 1 0 2 0 1 1 3 3 0 2 2 47
15 11 2 1 3 7 6 24 8 1 1 3 3 44 16 2 2 2 4 53 9 1 2 1 1 1 1 1 0 1 1 1 2 1 45
15 10 1 0 7 0 6 27 9 1 0 7 0 53 19 1 2 5 0 56 8 0 3 1 0 2 3 0 3 3 3 0 0 1 47
12 10 1 2 6 4 6 22 9 1 1 6 5 44 17 1 2 3 2 42 5 0 2 1 2 1 0 3 3 3 0 1 2 2 36
3 4 0 3 1 8 4 7 4 1 2 1 4 8 4 1 2 0 0 13 6 1 2 0 0 2 2 1 3 2 2 0 2 0 11
12 9 2 0 2 6 3 26 10 2 1 2 0 34 9 0 1 1 0 27 0 1 2 0 0 1 3 0 3 0 0 0 0 1 23
10 8 2 3 2 7 4 21 9 2 1 2 3 36 13 2 2 2 0 41 7 0 2 1 0 3 1 0 1 0 2 2 0 0 34
12 10 1 1 5 6 6 23 10 1 1 5 0 43 15 0 1 3 0 51 10 1 2 1 0 1 3 1 3 1 2 0 2 2 44
10 8 1 2 5 7 7 23 11 2 1 5 4 40 14 0 3 3 0 52 11 2 2 1 0 3 3 3 3 2 0 2 1 0 44
10 8 0 2 5 4 6 27 13 2 0 4 0 44 14 2 2 3 0 45 5 0 2 1 0 1 2 1 3 2 1 1 2 0 38
22 14 2 1 6 6 6 40 13 2 1 6 5 62 17 1 2 3 6 66 8 0 1 1 0 0 0 3 0 0 1 0 1 0 56
17 12 2 1 4 0 4 30 10 2 2 5 0 52 17 2 1 3 0 57 8 1 1 1 0 1 3 1 0 3 2 2 1 2 48
13 10 1 1 5 7 7 29 12 2 2 4 4 49 16 1 2 3 0 55 8 1 2 1 0 3 2 1 2 2 1 2 2 0 47
13 10 1 1 3 8 6 21 7 2 2 2 7 34 11 1 1 1 2 28 0 2 2 0 0 0 0 3 3 3 2 1 1 2 24
6 6 0 1 5 0 5 13 7 0 0 6 0 44 21 2 2 4 0 52 9 1 1 1 0 0 1 0 1 0 0 1 1 1 44
16 11 2 2 6 3 7 28 10 1 2 6 0 57 21 2 3 4 0 58 5 0 2 1 0 0 2 2 1 2 3 1 1 0 49
0 0 0 1 0 7 6 3 4 3 1 0 8 0 0 1 1 0 8 0 1 1 3 0 3 2 0 0 0 2 3 1 0 0 0
18 12 2 1 6 2 6 32 11 1 0 6 0 62 21 2 2 4 0 69 9 1 2 1 0 3 3 1 2 1 0 2 1 1 59
20 13 2 1 5 6 6 37 12 2 0 4 5 51 12 1 2 2 6 60 11 2 2 1 0 0 0 1 0 1 3 0 2 1 51
13 10 1 3 6 6 6 28 11 1 1 5 2 50 16 1 2 3 0 59 9 1 1 1 0 3 2 3 3 3 3 2 2 1 50
9 7 1 1 2 7 4 21 9 1 0 2 1 38 14 2 2 2 0 41 6 0 2 1 0 1 3 1 1 0 3 0 2 1 35
19 13 1 0 6 5 6 32 11 1 1 6 0 65 22 2 1 4 0 71 10 1 2 1 0 0 2 1 3 1 3 0 1 2 60
19 13 2 1 5 5 5 34 11 2 1 5 4 60 19 2 1 3 1 66 9 0 1 1 0 0 0 3 3 1 2 1 2 2 56
18 12 2 1 6 5 6 39 15 3 2 6 1 64 20 1 1 4 0 65 5 0 3 1 0 3 1 0 0 2 3 2 0 1 55
12 9 0 1 6 5 6 30 13 2 2 6 0 66 24 2 2 5 0 69 7 0 2 1 0 0 1 3 1 1 0 0 1 2 59
16 12 2 0 4 0 4 28 10 1 2 4 0 52 18 2 2 3 0 57 7 1 2 1 0 1 2 1 1 3 0 0 1 1 49
16 12 2 1 6 2 6 36 14 2 1 5 0 57 16 1 2 3 0 65 10 1 1 1 0 3 3 3 2 2 1 2 2 1 55
9 7 1 1 1 8 6 13 5 2 2 1 7 19 7 3 2 1 1 16 2 0 1 0 0 0 0 2 3 1 1 0 0 1 13
22 14 3 1 4 2 5 41 14 2 1 4 0 59 15 1 1 3 0 63 7 0 3 1 0 2 1 1 3 1 0 0 2 1 53
14 11 1 1 5 4 6 29 11 2 2 5 1 47 15 1 1 4 0 47 6 0 2 1 0 3 1 1 2 0 1 1 0 1 40
15 11 1 3 7 2 7 28 10 0 2 7 0 52 17 1 2 6 0 61 12 1 1 2 0 3 3 3 3 1 2 0 2 2 52
15 11 1 1 4 1 4 24 8 0 0 4 0 50 19 2 3 3 0 58 9 0 2 1 0 1 1 1 3 2 2 2 1 0 49
15 11 1 1 6 4 6 28 9 1 2 6 2 50 16 1 3 4 2 63 12 1 1 1 0 0 0 0 0 3 3 1 0 1 54
19 13 2 0 7 1 6 35 13 2 2 7 0 62 19 2 3 4 0 63 7 0 3 1 0 1 1 1 1 3 0 1 2 1 53
6 5 0 1 2 5 3 15 8 2 2 2 1 28 10 3 2 1 0 30 4 2 2 0 0 0 1 2 3 3 2 0 0 2 25
21 15 2 0 7 1 6 35 11 2 1 7 0 66 21 2 2 4 0 67 5 0 2 1 0 1 3 1 0 3 2 1 2 2 57
13 10 1 1 3 7 6 22 7 2 3 2 2 27 6 1 2 1 0 28 3 1 3 0 0 1 2 3 3 2 1 1 2 1 24
11 9 0 1 4 7 5 26 11 2 3 5 1 43 13 1 3 3 0 44 6 0 2 1 0 0 3 3 2 3 2 1 1 2 38
13 10 2 3 5 3 5 33 14 2 1 5 1 65 23 3 1 4 0 66 8 0 1 1 0 3 1 3 2 1 0 2 1 1 56
14 11 2 3 7 3 7 31 13 3 1 5 6 53 17 2 1 4 3 54 7 2 2 1 6 3 0 1 1 3 0 2 2 2 46
17 13 2 0 4 6 6 29 10 2 2 4 0 56 19 2 2 3 0 62 9 0 3 1 0 0 1 1 2 2 3 1 2 0 53
8 7 1 3 3 3 4 11 5 2 1 1 7 23 10 1 1 1 3 17 0 2 1 0 2 2 0 1 1 2 0 0 2 0 15
11 9 2 3 4 5 5 24 10 1 1 5 2 42 14 1 3 3 0 48 8 1 1 1 0 2 3 2 1 3 0 0 1 2 41
15 12 3 1 4 3 4 26 9 1 2 3 0 42 12 1 3 2 0 42 5 2 2 0 0 2 3 3 0 3 1 0 2 1 36
11 8 1 3 4 6 5 23 9 1 1 4 4 44 16 1 2 3 0 63 15 2 1 1 0 3 2 3 3 0 3 2 1 1 54
13 10 2 1 5 0 6 23 9 1 1 5 0 41 14 1 2 3 0 51 11 2 1 1 0 1 3 1 0 3 0 2 2 0 44
13 10 1 0 5 4 5 26 11 2 1 5 0 49 17 2 3 3 0 54 8 1 1 1 0 1 3 2 3 2 0 2 0 1 46
16 12 2 1 6 2 5 29 10 2 3 6 0 56 20 2 2 4 0 58 7 0 1 1 0 1 1 3 0 1 2 1 1 2 49
13 9 1 2 5 0 5 39 17 3 0 5 0 59 17 2 1 4 0 67 11 1 2 1 0 3 2 1 1 3 3 1 2 1 57
11 8 1 3 5 4 5 26 11 1 2 6 0 51 18 1 2 5 0 64 12 2 3 2 0 2 3 0 0 1 3 0 0 2 54
14 11 2 1 5 0 5 26 9 1 1 5 0 49 16 2 1 3 0 52 7 0 1 1 0 0 0 0 1 0 2 0 0 0 44
17 12 2 1 6 0 6 34 12 2 2 5 0 61 19 1 2 4 0 69 11 0 2 2 1 1 0 1 1 3 0 2 1 2 58
16 11 1 1 5 5 6 33 13 2 2 5 0 57 18 1 1 4 0 62 9 1 2 1 0 1 3 2 3 0 1 2 0 0 52
9 7 1 1 2 7 3 18 8 1 1 2 1 25 7 1 2 1 5 25 3 0 1 0 1 0 3 3 0 2 3 0 1 1 21
19 13 1 0 5 0 5 36 13 2 1 5 0 60 17 1 2 3 0 68 10 1 3 1 0 1 1 3 1 3 0 1 2 1 58
5 6 1 2 2 7 3 15 9 2 2 2 1 31 12 2 1 1 2 30 3 1 2 0 0 3 3 1 0 1 1 2 1 2 26
19 12 1 2 5 5 5 32 11 1 1 5 0 53 17 2 3 3 0 57 8 0 2 1 0 0 2 2 1 3 2 0 0 1 48
5 4 1 2 1 8 6 11 7 2 0 1 2 34 16 3 1 1 0 34 4 0 1 0 0 1 2 1 1 0 2 2 2 0 29
4 5 2 1 1 8 5 8 4 1 2 1 4 17 9 1 1 1 0 11 0 2 2 0 0 0 2 2 3 1 0 0 1 1 10
10 8 0 1 4 3 4 22 10 2 2 4 0 45 17 1 3 3 0 54 10 1 2 1 0 2 1 3 2 3 3 0 1 2 46
0 0 3 0 0 8 5 0 0 3 0 0 4 0 0 1 2 0 0 4 4 0 2 0 0 0 1 1 2 1 1 0 2 1 3
7 6 1 2 2 7 4 17 8 1 1 2 5 25 8 3 3 1 0 18 0 1 2 0 0 3 2 1 1 2 1 1 1 0 16
16 12 2 0 5 1 4 30 11 2 1 5 2 0 17 2 2 4 0 17 12 1 2 1 0 1 0 3 2 1 1 2 2 2 15
15 11 2 1 5 0 6 33 13 2 1 5 0 51 15 1 2 4 0 56 8 0 1 1 0 1 0 1 3 2 3 2 2 1 48
11 10 2 1 5 1 5 25 12 2 3 5 3 58 23 3 2 4 1 71 12 2 2 1 0 1 0 3 1 2 2 1 1 0 61
15 11 1 1 5 3 5 36 16 3 1 6 1 57 16 2 2 4 0 59 7 0 2 1 0 3 1 1 3 1 2 2 2 0 50
16 11 2 1 3 8 6 25 9 1 1 3 4 38 12 1 2 2 2 46 8 1 2 1 0 1 1 3 1 1 1 2 2 1 39
11 9 2 1 1 8 6 8 1 1 1 0 8 5 1 2 2 0 4 0 1 1 1 0 1 3 0 0 2 2 2 2 1 0 0
15 11 1 1 6 4 7 25 8 1 2 5 0 54 20 2 3 4 0 61 9 2 3 1 0 1 2 3 0 2 3 2 1 1 52
15 12 2 1 7 4 7 29 11 2 2 6 0 58 20 1 2 4 0 62 7 1 1 1 0 0 3 3 3 3 2 0 2 2 53
9 7 1 1 3 7 5 24 11 2 1 3 2 44 16 2 3 2 0 45 6 0 2 1 0 2 2 1 3 2 0 1 0 0 38
14 10 1 2 7 1 7 24 9 1 2 6 0 52 20 1 1 4 0 60 10 0 2 1 0 0 2 1 2 3 3 0 1 2 51
22 15 3 1 6 2 5 35 11 1 1 5 0 51 14 0 1 4 0 51 6 0 2 1 0 2 1 2 3 1 0 0 0 2 44
16 11 2 1 6 5 6 33 13 2 1 6 0 51 14 0 2 4 0 53 7 1 2 1 1 3 3 3 2 3 0 1 2 2 45
10 7 1 0 1 8 6 9 2 2 1 0 8 4 0 1 1 0 2 0 0 0 1 0 0 0 0 0 2 2 2 0 1 1 0
18 13 3 3 5 3 6 35 13 2 0 5 3 51 14 1 3 3 0 57 10 2 1 1 0 0 0 1 2 3 2 0 2 1 49
10 8 1 3 3 3 3 18 8 1 0 3 0 34 13 1 2 2 0 41 9 0 3 1 0 2 3 1 1 2 1 0 2 0 35
11 9 1 1 6 1 6 20 8 1 2 6 0 43 16 1 1 4 0 47 6 0 3 1 0 3 3 1 1 0 3 0 1 1 40
9 8 1 3 6 3 6 28 14 2 1 6 0 62 23 2 1 4 0 70 10 0 1 1 0 3 2 2 0 1 2 2 0 1 60
14 10 1 1 4 7 6 29 11 2 3 4 4 59 20 2 2 3 0 62 8 1 2 1 0 1 0 2 2 3 0 1 0 1 52
12 9 1 0 4 2 4 19 7 1 3 4 0 47 19 3 2 3 0 52 7 1 3 1 0 1 2 2 3 1 2 0 1 2 44
19 13 2 1 6 3 5 31 11 2 2 6 0 60 20 2 2 5 0 61 7 0 1 1 0 1 2 0 1 3 1 2 1 1 52
2 4 0 2 2 8 6 14 9 2 1 2 6 36 16 2 2 2 0 45 10 1 1 1 0 0 1 1 3 1 2 0 1 1 39
15 11 1 3 7 3 6 26 9 1 2 6 0 52 19 0 1 4 0 54 6 0 2 1 0 1 3 0 2 2 2 2 0 0 46
17 11 3 2 3 6 3 25 8 2 1 2 7 40 12 2 2 1 7 34 1 0 1 0 8 2 0 3 0 3 0 1 2 1 29
20 14 2 0 5 7 7 30 10 1 2 6 1 61 22 2 2 5 0 76 14 0 1 2 0 0 2 0 1 1 1 0 0 2 65
2 3 1 1 0 8 4 0 0 1 2 0 6 0 0 0 1 0 8 0 0 0 2 0 6 1 1 3 0 1 0 1 1 2 0
19 13 2 1 6 6 7 34 12 2 1 5 3 58 18 1 2 4 0 69 12 2 2 1 0 2 2 0 1 2 2 0 0 0 58
10 9 1 1 6 1 6 26 13 2 1 6 0 53 19 1 2 5 0 66 12 1 2 2 0 3 3 0 2 3 3 2 0 2 56
9 7 0 1 5 1 4 28 14 2 1 5 0 53 18 1 1 4 0 56 6 1 3 1 0 0 3 3 2 1 2 0 1 2 47
20 14 2 1 7 3 6 42 16 3 2 7 0 63 16 1 1 5 0 71 11 0 2 2 0 2 1 3 2 3 0 0 2 1 60
9 7 1 3 3 3 3 20 9 2 1 2 3 35 12 1 1 2 0 44 9 0 3 1 0 3 0 1 3 3 1 1 1 1 37
12 9 0 2 5 1 6 18 7 0 2 6 0 37 14 0 2 4 0 44 9 1 3 1 0 0 0 1 3 2 0 0 2 0 37
17 12 2 0 6 5 6 38 15 3 0 6 2 57 15 1 3 4 0 57 6 0 2 1 0 1 1 0 2 2 0 1 1 1 49
